reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9d706535-e765-467a-ac30-0010301f3f25,Mis Ro,https://play-lh.googleusercontent.com/a/ACg8ocJXKrytFtr5jOWS2VysUtykwQu86CFIouVLd2hJoLCB=mo,Gojek ngak bisa saya pergunakan,2,0,,2024-03-13 22:42:58,"Hai Kak, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Tria",2024-03-14 07:07:09,
f1bd1e76-1ace-469b-af49-6c73d633914d,Wasal Herwww,https://play-lh.googleusercontent.com/a/ACg8ocKWbOQALH4f0RyUVGKvokQ9XIvxXb29bWCshjDCQNmP=mo,Lama kali dapat grab nya,3,0,4.81.1,2024-03-13 22:35:20,,,4.81.1
f87db7b4-0484-451f-9420-7f0441ea2e92,Azka Reza,https://play-lh.googleusercontent.com/a-/ALV-UjX3tDTR1iT67cIOpLuL_nXGESAtBqs4tOhTnU3xrEnVrg,kenapa order gored dan gosend selalu dapat drver yg jauh padahal dalam perkotaan..kadang kadang posisi drvernya 4 kiloan..mau di jam sibuk ataupun gk sama saja.,2,0,,2024-03-13 22:35:00,"Hai Kak Azka, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-03-14 07:02:21,
df58b239-d44c-4f24-a4dd-3bb0e62560b4,Jasmani 014,https://play-lh.googleusercontent.com/a-/ALV-UjUDyxLzaKLRDYylXl9IJaBsqsY53H429Y53z0nxtFfc49M,Go-Jek Ok deh!!!,5,0,4.82.1,2024-03-13 21:58:35,,,4.82.1
ba5a7e96-3753-4b52-aa29-575262f86229,Ayi Suryi marimar awww,https://play-lh.googleusercontent.com/a-/ALV-UjV3bW4B92F3KSR9IqFFZJ_VEzYw2hhF9gJepGpIZS_xAg,Kapanpun di manapun gak perlu pusing dan takut. Go-Jek aman dan insha Allah amanah,5,0,4.83.1,2024-03-13 21:53:27,,,4.83.1
b6e9f15a-7b81-43ec-aabd-07fdf172ca47,Muhammad Yamin,https://play-lh.googleusercontent.com/a-/ALV-UjWcOH7zaF6B1-5JrnWp8MNUJ-CsF8vYXjD6gSObfLxLaQ,Layanan cepat dan tepat,5,0,3.51.3,2024-03-13 21:53:24,,,3.51.3
b5bc81e6-9abb-4889-8015-a5685c9f45df,Wahyu Ningsih,https://play-lh.googleusercontent.com/a-/ALV-UjWmjwgK5Eo1knzRKoLj8lPqv4cDYx8TJ7e9BuK-xrw2F0T_,"Percuma dapat limit paylater banyak kalo gabisa digunain, tiba2 keblokir lagi. Semoga sistemnya bisa diperbaiki lg yaaa",3,0,4.83.1,2024-03-13 21:47:44,"Hai Kak Wahyu, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-0074-2350-37960 di subjek email, ya. ^Tria",2024-03-14 06:50:53,4.83.1
9377bb1e-662f-4781-9f76-85990875f602,Xavier Miquel Angkotta (Miquell'o),https://play-lh.googleusercontent.com/a-/ALV-UjV5-NtCwUjtljR61rLjoYoNI8zo59yAa9HYeglZtfR_tVs,sangat membantu,5,0,4.83.1,2024-03-13 21:39:16,,,4.83.1
8cd277b2-db26-4f44-87c3-dc2c8b82d570,Irfan Loppo,https://play-lh.googleusercontent.com/a-/ALV-UjVCa3GD2LYnQVFFvav5xU5YMScfIPers4MBWinE7JBojg,Kpn ya gojek ngsih kita THR,5,0,4.83.1,2024-03-13 21:24:12,,,4.83.1
b9fb82c9-a061-4f95-9577-3fee1f59696e,Pajar Abao,https://play-lh.googleusercontent.com/a-/ALV-UjVypVZkxKfUxFETjGsi2nHza8jtCWKdwGyEGUh_BUtvrA,Harga nya mahal banget,1,0,,2024-03-13 21:09:27,"Mohon maaf atas ketidaknyamanannya, Kak Pajar. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Tria",2024-03-14 06:57:29,
66c56bbb-552d-49c8-8116-9708a1923a05,Bayu Aprilio,https://play-lh.googleusercontent.com/a-/ALV-UjXn8UcF7N2gSvzIJsCTLYd2DQH79nqKSJn1cBknNyZCH46_,Semoga lancar dan aman,5,0,4.83.1,2024-03-13 21:03:06,,,4.83.1
4c3f4cdd-4342-4587-8029-12c7089b62b6,Ali Afifuddin (AL),https://play-lh.googleusercontent.com/a-/ALV-UjUdWsl_X621A4OpPR-60CuLry3d9jJxeRakcExHPzULQTE,Tidak bisa membatalkan pesanan yang kepencet gak sengaja,1,0,4.83.1,2024-03-13 20:58:07,"Hai Kak Ali, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Tria",2024-03-14 06:56:29,4.83.1
5247d1f4-524d-46b4-bdb3-2871367cde88,Tomi gmail com Tomi gmail com,https://play-lh.googleusercontent.com/a/ACg8ocJVoShA2Jj5VLNDp2Iv8Gw3UTsfdOg6UnAzWXw_Adc4=mo,Gojek mantappp,5,0,4.84.1,2024-03-13 20:55:40,,,4.84.1
be07add8-9c12-4dd5-a42f-dedcb2ed59b9,Cinta sejati 023,https://play-lh.googleusercontent.com/a-/ALV-UjV5wnv3_mPpVUSzFiidf79Yk5HDAwLrLpGA11ZziFs2AQ,Aplikasi nya sangat bagus,5,0,4.82.1,2024-03-13 20:54:09,,,4.82.1
919ab739-0ce1-45e5-9da6-37a688963900,Ujang Hamdan,https://play-lh.googleusercontent.com/a/ACg8ocKeFyQc9ORz-3dMVL3q1WDUX4Ur3wPIgFUJWE6Zx4AY=mo,Ok,5,0,4.81.2,2024-03-13 20:52:34,,,4.81.2
8e4d23ac-5aa8-49a1-a6b9-a56be8d498bd,Edo maynandho,https://play-lh.googleusercontent.com/a/ACg8ocIweKfHumgm_OxgqwFF89v1G991obiHf8r2SrYmAko=mo,Sekarang Go-Jek susah cari drivernya setelah diupgrade,1,0,,2024-03-13 20:49:35,"Mohon maaf atas ketidaknyamanannya, Kak Edo. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Oca",2024-03-13 23:28:31,
9296d6c6-1273-447c-b157-297b397c787b,Nastiti Sukma,https://play-lh.googleusercontent.com/a-/ALV-UjUzq70EK2jTWvyCij8O2lmcazF1vOjgGef4nuey0L_uhLk,Mempermudah transformasi perjalanan kita.,5,0,4.83.1,2024-03-13 20:43:41,,,4.83.1
16eb86f8-2a8e-4abc-b34f-c6b937c5c633,Ardi Purba,https://play-lh.googleusercontent.com/a/ACg8ocJhGGkkkksWVMTfzWZTtGWCkbU_FcCyGDIXax7_xVJb=mo,mantap nih,5,0,4.80.4,2024-03-13 20:42:09,,,4.80.4
3343f834-61a5-49c9-816e-5d8e4ed5a386,Annur Rahman,https://play-lh.googleusercontent.com/a/ACg8ocJxwTjvr-K8LKZ5qQBcaZnZW48LdlGoUtJBfd1UBoPZ=mo,membntu,5,0,4.83.1,2024-03-13 20:39:06,,,4.83.1
144d1796-10c7-412e-985c-c8c070d536f9,Moch Elkar,https://play-lh.googleusercontent.com/a/ACg8ocKUcutKscA3XHjssv_5gRw_-5H9zzYmHxEIJnsZVMKT=mo,Aman dan amanah,5,0,4.83.1,2024-03-13 20:30:20,,,4.83.1
6990b017-da6f-4259-91ba-adfe3555d2ec,erick wisher,https://play-lh.googleusercontent.com/a-/ALV-UjW5r7EmdAAGB7g_RxiFI-6RAGSHSxSDErvpgo6ICoY8TU0,sudah bayar denda 50 rb malah di blokir gopay later.. sangat mengecewakan,1,0,4.83.1,2024-03-13 20:25:48,"Hai Kak Erick, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-0073-1634-35737 di subjek email, ya. ^Oca",2024-03-13 23:34:53,4.83.1
2f49b66b-f30b-4db4-8ec5-ee12583c55d7,ayu rizky pradnyawati,https://play-lh.googleusercontent.com/a-/ALV-UjVLEaCn9u1I9zzcZNSGiYsOGKGdfDjFdXIdxpCZrkf2Tw,kenapa sekarang susah cari driver ya? nunggu sampai 1 jam tp orderannya masih disiapkan terus. tolong diperbaiki.,1,0,4.83.1,2024-03-13 20:25:00,"Mohon maaf atas ketidaknyamanannya, Kak Ayu. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Oca",2024-03-13 23:36:19,4.83.1
19ef1287-455c-4c31-84bf-a7f8346a7e96,Nikma Amien,https://play-lh.googleusercontent.com/a-/ALV-UjVVbGjOeaGW-u94jcJ3STEZe4UI3qeJvbfFMLCuLHy2bHw,Sejauh ini masih bagus,5,0,4.83.1,2024-03-13 20:25:00,,,4.83.1
981fda4e-7a1e-4775-9e15-370f0313cf43,Riska annas,https://play-lh.googleusercontent.com/a-/ALV-UjXfIMF8FaA-6i_3O7co9rUl3KVDPFIfJ86ewlX_lePRCS4,"Buka gofood loadingnya lama banget, menunya gak kebuka2",1,0,4.83.1,2024-03-13 20:22:52,"Hai Kak Riska, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Oca",2024-03-13 23:37:39,4.83.1
e1cf3b1c-3a1b-4927-8319-c7651073535c,enjang sanusi,https://play-lh.googleusercontent.com/a-/ALV-UjX7KlNCoQYDPqA8x8fvj9XAka2m9758QToN-Cld_uVp,cara aktifkan gojek pinjam gmn,5,0,4.83.1,2024-03-13 20:19:22,,,4.83.1
db7205d7-3233-497e-8aad-d8ef1be7b47c,nuryahanes wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjWpBoWBHwBA9U-uY7lCTx2NWmipQU_9dQu0x9U6NO6XHQ,PARA CUSTOMER GOJEK TERNYATA ONGKIR GOFOOD MURAH..PARA DRIVER GOJEK HANYA MENDAPATKAN ONGKIR 5000 UNTUK DRIVER GOJEK KUSUS DAN UNTUK DOUBLE ORDER JARAK TERDEKAT DRIVER GOJEK HANYA DAPAT 2500... ARTINYA APLIKASI MOTONG ONKIR LEBIH DARI 60%....,5,3,4.83.1,2024-03-13 20:17:46,,,4.83.1
2694e832-eeb7-4b88-82f8-8ffd3f5f7306,Bintang Junior,https://play-lh.googleusercontent.com/a-/ALV-UjWAkrAcPs2ENOICN6eTspGJ6URFB6_T_wFLreQ3mzTpeEc,"pesen makanan pakai pengantaran reguler yang tulisan nya hanya 30 menit sampe tapi udah di tunggu lebih 30 menit malah belum datang pas di cek tulisan nya 15 menit pengantaran tapi udah di tunggu 15 menit juga belum ada notif pengantaran pas di cek lagi ternyata tulisan nya masih sama tulisannya ""15 menit pengantaran, resto telat karna banyak pemesanan"", kalo gitu mending saya pakai ongkos yang ekonomi dari pada reguler, dan ini nunggu nya 1 jam lebih baru sampe go food nya",2,0,4.84.1,2024-03-13 20:16:57,"Hai Kak Bintang, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Oca",2024-03-13 23:38:57,4.84.1
8fece1aa-0c80-48c0-a54d-6be13f0cac69,Kendo Dj,https://play-lh.googleusercontent.com/a-/ALV-UjWl4mnkEvoFKc0ECItgeDKCSA0YCWBaTqhD-bMn3BOh7Ig,Katanya 100% dana kembali kalau hilang...ko di biarkan saja sih dana saya hilang,1,0,4.81.2,2024-03-13 20:06:55,"Hai Kak Kendo. Pastikan internetmu stabil dan aplikasi Gojek sudah versi terbaru. Lalu, tutup dan buka lagi aplikasimu. Jika masih berkendala, laporkan di halaman Bantuan > ketik ""Saldo hilang setelah membatalkan pesanan"" di kolom pencarian > pilih artikel > klik tombol yang ada di bawah ""Masih memerlukan bantuan?"". Kami siap membantu. ^Oca",2024-03-13 23:47:52,4.81.2
09268325-7ed4-482d-a4ff-1489bbe01c39,Xo storyes,https://play-lh.googleusercontent.com/a-/ALV-UjXKEPzI_CKb5PKWQemGapTqIA8AWDNZYk1sFdvUh_gfqak,Sangat membantu,5,0,4.83.1,2024-03-13 20:05:27,,,4.83.1
93f3c317-baa0-48da-913a-8438d2133968,bambang supriadi,https://play-lh.googleusercontent.com/a/ACg8ocKjVI92GJwyCiEnTfz7TUz4C1GYwEQIc4ABeHVgF9DV=mo,Bagus untuk sekarang.ngga tau kedepannya,4,0,4.82.1,2024-03-13 20:03:10,,,4.82.1
d5af686d-50c3-4351-8a3a-3d5273dc2f54,Rafael Rivaldo,https://play-lh.googleusercontent.com/a/ACg8ocKxEkBxt7SoYQig6Qi6qpqVK2SLwSF2tyNR_tIy7Tio=mo,"Top up gopay masuknya lama, saldonya ngga nambah, padahal di riwayat dah masuk",5,0,4.83.1,2024-03-13 20:00:39,"Mohon maaf, Kak Rafael. Pastikan kamu sudah cek halaman Riwayat GoPay-mu dan semua data sudah sesuai. Jika saldo masih belum masuk, laporkan melalui halaman Bantuan di aplikasi Gojek > ketik ""Top up GoPay belum masuk"" di kolom pencarian > pilih artikel dan klik tombol yang tersedia di bawah ""Masih memerlukan bantuan?"". ^Oca",2024-03-13 19:59:13,4.83.1
86d9b324-1a93-4318-8778-0b2f4a52f3f8,Wahyudi Alamsyah,https://play-lh.googleusercontent.com/a-/ALV-UjX182l4jZ557r4tPMnxOGrTNM0djBBJapSrNZepthrvuEw,Membantu,5,0,4.84.1,2024-03-13 20:00:05,,,4.84.1
3e81644d-445d-4ac3-95df-a783402cbac8,Fitry Safitry,https://play-lh.googleusercontent.com/a-/ALV-UjVfM2zoOog1MU3p4RVwE6gB9Nohj-csaB4Pqd4zgovBx5A,Banyak promo dan diskon luplup,5,0,4.81.2,2024-03-13 19:58:10,,,4.81.2
42ac7412-ac3a-4a6c-8d70-4af63ae646da,Is noto,https://play-lh.googleusercontent.com/a/ACg8ocJlRtAdKWEeGAunUkJ_Q_GvAH_6zaAQ8SV4gf6iObui=mo,Knp saldoku pindah sndri,2,0,4.83.1,2024-03-13 19:45:18,"Hai Kak, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhan yang kakak alami, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek lebih lanjut ya. ^Oca",2024-03-13 23:43:35,4.83.1
dcf099a2-5024-469c-9fe0-a5ba780abbc8,Indra Indra,https://play-lh.googleusercontent.com/a/ACg8ocKXEQ8Rmswssj6Ccg3Yk9PRRLTKwDnCCbee32Dvm4fz=mo,"Sebetulnya saya sdh lama pakai gojeg, berhubung hp saya jatuh, jadi bnyk yang hilang",5,0,4.83.1,2024-03-13 19:42:32,,,4.83.1
d8540042-2707-4f82-b9a7-81639963d6b3,Rizky Aulia,https://play-lh.googleusercontent.com/a-/ALV-UjUfxXzVG2UJlVwxxQ17Tnu_yP5wgR1e_m-S76ovSplqsVA,"Kurang cuma dipaylaternya doang, kok ambil di akhir bulan bayarnya di bulan itu juga, gak masuk akal",5,0,4.83.1,2024-03-13 19:31:42,,,4.83.1
c68ab9e8-38f5-4276-8c4d-7a660a457e74,JNPU,https://play-lh.googleusercontent.com/a-/ALV-UjVzD4jx1wZx-GFaBbLVJjsq-k0EqaWKCz2ZvAK0yoLGSA,Love,5,0,4.81.2,2024-03-13 19:24:18,,,4.81.2
5ff306ec-a99d-4549-a840-00ff57634971,BASUKI REKSO BUONO,https://play-lh.googleusercontent.com/a-/ALV-UjV4S4Yg74g7Bf3VUTfLL4zfTCxb_CKqowG6m3I-oqLHg7k,"Cepet, ramah",5,0,4.83.1,2024-03-13 19:14:52,,,4.83.1
f20e2ee9-4e20-4173-b67a-a4c7577b10ae,Djayanti Jaya property,https://play-lh.googleusercontent.com/a/ACg8ocIPGdMmjyYMFeNbdQj29_mPw4yxcLRTMqMvrhuwfRYe=mo,ok,5,0,4.81.2,2024-03-13 19:12:27,,,4.81.2
56daf8f3-6d62-4f84-b28c-c666caa74ac8,Rian Afianto,https://play-lh.googleusercontent.com/a/ACg8ocJVhI7QJK2w0M3OqWePFhSwf5GSo1IPlLiVqWbJpLom=mo,top up malah ngga tw saldonya kemana,3,0,,2024-03-13 19:11:07,"Halo Kak Rian, mohon maaf atas ketidaknyamanan yang dialami. Mengenai laporan yang disampaikan dimana Kakak tidak bisa melakukan Top Up ke GoPay, saat ini sedang ada pemeliharaan sistem ya. Sehingga, mohon untuk bisa melakukan pengecekan kembali secara berkala ya Kak. Terima kasih. ^Oca",2024-03-13 23:27:03,
a2408b00-c75b-4a2c-85b4-e484edc64737,Candra Purnama,https://play-lh.googleusercontent.com/a-/ALV-UjWiDeFBrrDqM54uLgtaxc7cNswEDMgybjoEWqCRQXpN_vA,Pelayanan cepat,5,0,4.83.1,2024-03-13 18:58:55,,,4.83.1
22da0acf-63bc-4fe1-883f-24f585a064cd,kharina windini,https://play-lh.googleusercontent.com/a/ACg8ocLoOXlqvFaXFudR7svu-76CsOTJTPkM2ntUvlfzU-dO=mo,"apk apasih ini, udah daftar ini itu, tetep gabisa, pdahl udah laper bgt pengen pesen makanan, otw hapus, mksih",1,0,,2024-03-13 18:53:28,"Mohon maaf atas ketidaknyamanannya, Kak Kharina. Sebelum bertransaksi, pastikan sinyal internet bagus dan sudah pakai aplikasi Gojek versi terbaru, ya. Jika masih berkendala, laporkan melalui halaman Bantuan di aplikasi > ketik ""Tidak dapat melakukan pemesanan"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Oca",2024-03-13 19:00:03,
88c56a07-9234-4596-afab-9bb44c767f8d,Febry Opi Persadasari,https://play-lh.googleusercontent.com/a-/ALV-UjW95qXYu2AUhSwID_1GwjMoslG6RpPsW-kBVS037W4nMig,"Susah mau batalain orderan, jika resto posisi tutup tapi masih aktif di aplikasi, cari no cs nya ndk dapat²..setiap driver tercancel masuk driver baru, mau di cancel tidak bisa..mitra resto klu tutup ndk di close aplikasinya jadi bikin susah customernya...",2,0,,2024-03-13 18:49:06,"Hai Kak Febry, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Oca",2024-03-13 19:03:32,
78c0179c-e0d9-458a-ab2f-9cdb31183b2a,CV. Menara Agung Rent Car Jambi,https://play-lh.googleusercontent.com/a-/ALV-UjULYSQ4iw43a92zq90aLP3sqdl3tHoU6ao9Ta0tp5wynA,"Begitu selesai di Update, top up saldo 200k malah gak masuk""...makasih gojek, nyesal pernah pake aplikasi ini",5,0,4.84.1,2024-03-13 18:46:52,,,4.84.1
27c7e543-f731-4d2f-b6b6-af3376ae155f,Naila Kudus,https://play-lh.googleusercontent.com/a/ACg8ocJQtQ8sTnu_GELL7hqNmY08Oayl4vgSz7p6XIdDCeKB=mo,gojek apaan banget aku pesen makanan dari sore buat buka puasa sampe isya blm dateng. mana gabisa dibatalin,1,0,4.83.1,2024-03-13 18:46:21,"Hai Kak Naila, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Oca",2024-03-13 19:15:54,4.83.1
982b884e-6521-4ca9-965f-6eaf5be6a680,Ali Hermawan,https://play-lh.googleusercontent.com/a-/ALV-UjVTtCP7Nk7mJnkWZnoj9NH5pO5O7s3S5d4Lo5P4zBLGnbc,Sangat membantu,5,0,4.84.1,2024-03-13 18:40:45,,,4.84.1
e9c0d949-76dc-4123-80b4-de2507068309,Ayusinantin2112,https://play-lh.googleusercontent.com/a/ACg8ocImVi1Ot4nGp2_oklnRyVU5-kzWHPpjfaUKKM2eHeQM=mo,drivernya kek b*bi,1,0,4.84.1,2024-03-13 18:39:25,"Hai Kak Ayu, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Oca",2024-03-13 19:17:21,4.84.1
